Monthly_Salary,Age,Overtime_Hours,Promotions,Employee_Satisfaction_Score,Years_At_Company,Job_Title_enc,Risigned_enc,Work_Hours_Per_Week,Training_Hours,Performance_Score,High_Performance,High_Salary,propensity_score
5850.0,55,25,1,1.59,1,5,0,59,92,3,0,0,0.4313099046628702
4900.0,31,10,2,4.83,3,6,0,47,48,4,1,0,0.4315543401888621
6300.0,43,23,0,1.27,0,5,0,54,59,4,1,0,0.43169549764510823
4200.0,32,21,0,4.54,8,6,0,46,49,2,0,0,0.43192082587187897
4900.0,57,12,2,1.15,0,6,0,47,79,4,1,0,0.4327621368186256
4550.0,49,18,1,1.02,5,6,0,52,59,3,0,0,0.4330615893494827
5850.0,32,27,0,4.23,2,5,0,46,79,3,0,0,0.4331468915976769
5850.0,32,22,2,4.5,0,5,0,58,22,3,0,0,0.43330492769091
3850.0,42,17,2,4.5,1,6,0,45,13,1,0,0,0.4339704418928243
5400.0,33,22,0,4.25,1,5,0,44,92,2,0,0,0.43397190651827183
3850.0,43,2,0,4.62,2,6,0,46,17,1,0,0,0.4340386712975221
3850.0,24,6,0,3.23,9,6,0,50,72,1,0,0,0.4343302633936644
4900.0,58,13,1,1.93,1,6,0,44,68,4,1,0,0.43460093070335365
6300.0,43,25,2,4.81,2,5,0,54,98,4,1,0,0.43466433061036625
3850.0,41,10,0,2.51,8,6,0,60,1,1,0,0,0.43487670486597335
5250.0,40,23,1,3.02,7,6,1,56,62,5,1,0,0.4349030179961834
4550.0,53,13,1,1.8,0,6,0,46,15,3,0,0,0.43543283388480136
5400.0,40,25,0,1.99,5,5,0,60,58,2,0,0,0.43566009281299783
4900.0,34,28,0,2.83,9,6,0,40,89,4,1,0,0.43580877583861166
4200.0,41,20,1,1.68,1,6,1,49,24,2,0,0,0.4358876181185065
4900.0,43,10,2,4.98,5,6,0,45,99,4,1,0,0.4365401633055924
5400.0,37,15,1,4.35,2,5,0,60,31,2,0,0,0.4365921102355552
5400.0,29,5,1,1.75,2,5,0,59,84,2,0,0,0.4369970729898478
5250.0,53,17,0,2.5,3,6,0,45,13,5,1,0,0.43736358816420284
4200.0,57,12,1,4.43,2,6,0,40,74,2,0,0,0.437665536816712
5250.0,45,17,1,2.31,8,6,0,58,14,5,1,0,0.4381320651435767
5250.0,33,26,0,3.54,5,6,0,35,25,5,1,0,0.43937531398810453
4200.0,29,17,2,4.35,8,6,0,54,4,2,0,0,0.4401522901913823
4200.0,29,5,2,2.68,6,6,0,48,74,2,0,0,0.4409406796888888
5850.0,23,25,0,3.25,6,5,0,48,84,3,0,0,0.4410860792752355
4950.0,41,4,1,3.04,0,5,0,57,53,1,0,0,0.44116277589108494
3850.0,53,0,2,2.48,3,6,0,48,95,1,0,0,0.4412127852707752
3850.0,45,20,0,1.23,5,6,1,47,64,1,0,0,0.4414435887980041
5250.0,48,0,0,1.59,6,6,0,47,91,5,1,0,0.4415536747793664
4550.0,57,24,1,2.79,8,6,0,53,28,3,0,0,0.44187576514805177
4900.0,27,2,0,2.97,8,6,0,44,75,4,1,0,0.44221819673343143
3850.0,58,23,1,2.63,8,6,0,48,74,1,0,0,0.442407273679429
4200.0,31,6,2,2.25,1,6,0,35,79,2,0,0,0.44242381806733583
4550.0,38,5,0,4.67,9,6,0,52,23,3,0,0,0.44262431204683333
3850.0,54,22,2,1.78,4,6,0,43,71,1,0,0,0.4426976138884381
4550.0,41,1,0,1.98,6,6,0,45,72,3,0,0,0.443012152626868
4900.0,40,18,1,1.3,5,6,0,43,40,4,1,0,0.4431672033826475
6300.0,26,3,2,3.25,0,5,0,56,44,4,1,0,0.44330299943341744
4550.0,41,10,1,1.45,9,6,0,50,91,3,0,0,0.4434422521559353
4200.0,57,7,2,1.19,0,6,0,41,76,2,0,0,0.44344343763199906
6300.0,46,23,0,2.28,0,5,0,47,33,4,1,0,0.44366982578475245
5250.0,33,15,2,4.16,1,6,0,30,61,5,1,0,0.4436750776796958
4900.0,49,13,2,1.37,5,6,0,51,44,4,1,0,0.4438023603176237
4950.0,52,14,0,4.36,2,5,0,51,65,1,0,0,0.4438746574289244
6300.0,34,9,0,1.24,0,5,0,47,67,4,1,0,0.4439200713913048
3850.0,48,2,0,1.37,6,6,0,53,20,1,0,0,0.44394378298095566
4900.0,25,21,0,4.1,5,6,1,34,67,4,1,0,0.44424280169308844
4550.0,28,11,2,3.86,0,6,0,31,35,3,0,0,0.44431446166463723
5400.0,42,27,0,4.81,7,5,0,49,96,2,0,0,0.4444056568019962
5850.0,46,28,0,1.21,3,5,0,55,11,3,0,0,0.4447666339479519
4900.0,51,16,1,1.99,8,6,0,53,33,4,1,0,0.4448373889526311
4200.0,45,10,2,3.89,0,6,0,36,34,2,0,0,0.4451981179351415
4200.0,40,20,0,2.35,9,6,0,48,11,2,0,0,0.44524653528467195
4900.0,60,21,0,1.36,8,6,0,50,32,4,1,0,0.4452577861616932
4550.0,57,26,0,1.55,3,6,0,34,36,3,0,0,0.4453790448608091
3850.0,23,20,0,1.81,8,6,0,41,9,1,0,0,0.44576263987319936
4900.0,45,6,2,3.83,8,6,0,54,55,4,1,0,0.4457849797140055
4900.0,31,16,2,1.36,6,6,0,45,42,4,1,0,0.44598428225776704
4550.0,49,16,0,1.67,7,6,0,46,28,3,0,0,0.4461141434104872
4550.0,32,22,2,4.5,5,6,1,46,29,3,0,0,0.4463923444903453
4900.0,55,23,1,1.8,3,6,1,49,15,4,1,0,0.4464392342587862
5250.0,44,14,1,4.59,8,6,0,42,74,5,1,0,0.4465576596021317
3850.0,44,27,1,3.2,7,6,0,34,85,1,0,0,0.44661669001740945
4950.0,51,4,1,1.86,0,5,0,59,38,1,0,0,0.4466391126579703
5400.0,28,9,0,4.38,0,5,0,36,90,2,0,0,0.44665469590959495
4200.0,35,8,1,3.97,8,6,0,48,31,2,0,0,0.44668403071627405
3850.0,58,9,0,4.88,7,6,0,44,55,1,0,0,0.4466975802790499
5850.0,47,7,1,3.1,1,5,0,57,38,3,0,0,0.4467687658001077
6300.0,24,28,2,2.04,4,5,0,49,68,4,1,0,0.4469072005735642
5250.0,46,6,2,3.24,1,6,0,38,50,5,1,0,0.44705219592651324
4200.0,39,18,2,4.76,8,6,0,44,57,2,0,0,0.447106383258722
4950.0,55,10,0,1.06,2,5,0,60,27,1,0,0,0.44732094436642067
3850.0,47,13,2,1.53,5,6,0,49,30,1,0,0,0.447357376069172
4550.0,43,0,2,1.33,4,6,0,55,3,3,0,0,0.44739299427559753
5850.0,27,10,1,4.98,8,5,0,56,97,3,0,0,0.44745558649811285
4200.0,42,19,1,4.26,3,6,0,31,39,2,0,0,0.44755758299311016
3850.0,36,19,0,4.17,6,6,0,34,25,1,0,0,0.44771020334824285
4200.0,48,5,1,4.36,7,6,0,42,94,2,0,0,0.4477295375661413
4200.0,40,4,2,4.22,0,6,0,38,6,2,0,0,0.4479702953326119
5400.0,32,7,1,2.85,2,5,0,52,56,2,0,0,0.44798956016301716
5250.0,41,14,1,2.56,8,6,0,41,87,5,1,0,0.4480798417294273
5850.0,40,14,2,1.01,1,5,0,59,23,3,0,0,0.4482603518495971
4550.0,42,15,1,4.77,3,6,0,35,11,3,0,0,0.4482737212506508
4900.0,41,1,2,2.84,4,6,0,42,79,4,1,0,0.4482950902238705
3850.0,50,3,0,3.98,4,6,0,41,23,1,0,0,0.44831580490012757
4900.0,50,24,2,1.61,4,6,1,51,24,4,1,0,0.44838725818380865
4200.0,23,5,2,4.92,4,6,0,37,35,2,0,0,0.448536884392248
4900.0,57,27,2,1.94,0,6,0,30,47,4,1,0,0.44854979473681006
4200.0,41,5,0,4.08,6,6,0,37,62,2,0,0,0.4486224669980245
4950.0,24,19,0,2.4,7,5,0,57,14,1,0,0,0.4486267481029321
3850.0,59,6,1,3.07,6,6,0,46,72,1,0,0,0.4488082567707452
4950.0,38,8,0,4.79,6,5,0,59,27,1,0,0,0.4489610602225063
4550.0,54,20,2,2.96,3,6,0,38,45,3,0,0,0.4490426200043985
5850.0,28,29,2,1.37,5,5,0,49,87,3,0,0,0.449048592659142
4550.0,55,17,2,4.6,5,6,0,38,80,3,0,0,0.4491140122592252
4550.0,40,25,1,4.12,3,6,0,30,10,3,0,0,0.4491304864504893
5850.0,52,14,0,2.92,1,5,0,54,1,3,0,0,0.44916728903194897
4900.0,37,15,1,1.75,2,6,0,30,47,4,1,0,0.4492434101397239
4950.0,35,22,1,2.72,1,5,0,46,28,1,0,0,0.44929196674463356
4550.0,32,18,1,3.92,8,6,0,39,42,3,0,0,0.44933333405778925
3850.0,22,14,2,1.71,9,6,0,48,35,1,0,0,0.44936638506177373
4550.0,34,23,2,1.55,9,6,0,43,73,3,0,0,0.4494251378823361
5850.0,60,7,0,3.36,1,5,0,55,33,3,0,0,0.4494903706449963
4900.0,55,2,1,1.37,5,6,0,51,30,4,1,0,0.44957952005690965
5250.0,30,4,0,1.56,5,6,0,40,15,5,1,0,0.44959856306081986
4950.0,41,18,0,2.18,5,5,0,56,25,1,0,0,0.44966163290593736
4550.0,58,29,1,2.91,9,6,0,49,10,3,0,0,0.44974766136945327
6300.0,57,18,0,1.94,1,5,0,49,46,4,1,0,0.4498063189601343
4550.0,22,12,2,2.22,2,6,1,43,10,3,0,0,0.44992087045846824
5250.0,47,9,1,3.56,0,6,0,33,6,5,1,0,0.45001856603735974
4550.0,45,1,0,1.91,8,6,0,43,92,3,0,0,0.4500209912449962
4200.0,47,20,1,3.68,3,6,0,35,4,2,0,0,0.450102556634595
3850.0,59,2,0,3.17,4,6,0,45,13,1,0,0,0.4501667033314948
4200.0,41,1,1,3.83,8,6,0,50,34,2,0,0,0.450317989481306
4550.0,42,25,1,2.06,10,6,0,50,2,3,0,0,0.4503664486516135
4200.0,50,5,0,1.42,5,6,0,42,41,2,0,0,0.45040812481658704
5400.0,33,9,0,2.28,7,5,0,60,40,2,0,0,0.4504176846768952
4550.0,43,5,2,3.06,9,6,0,50,84,3,0,0,0.45045735097380535
5850.0,35,14,1,4.76,6,5,0,50,94,3,0,0,0.45049031536259854
5850.0,30,28,0,4.05,9,5,1,60,51,3,0,0,0.4505320072037781
5850.0,22,13,2,4.1,4,5,0,53,41,3,0,0,0.45055314995634627
3850.0,58,11,2,4.2,6,6,0,53,1,1,0,0,0.4505830394526953
4900.0,41,5,1,3.7,6,6,0,40,61,4,1,0,0.45065612595822513
3850.0,24,5,2,3.37,8,6,0,41,85,1,0,0,0.45084491687879863
5250.0,43,8,2,1.3,0,6,1,46,18,5,1,0,0.4508554786576919
5400.0,39,1,0,2.68,3,5,0,59,8,2,0,0,0.45088812473116585
4900.0,24,10,0,1.36,7,6,0,33,67,4,1,0,0.45097942972226057
6300.0,43,28,0,4.38,3,5,1,54,8,4,1,0,0.45104319295077444
5400.0,32,29,1,3.53,3,5,0,39,70,2,0,0,0.4510476920644106
4950.0,24,2,2,1.72,2,5,0,54,64,1,0,0,0.4510515743497492
4950.0,35,24,2,4.09,8,5,0,59,56,1,0,0,0.4511966247185248
4950.0,41,16,2,1.75,2,5,0,59,9,1,0,0,0.4513016317251027
5850.0,31,20,1,1.74,5,5,0,49,77,3,0,0,0.4513265476568357
6300.0,30,10,0,1.16,6,5,0,60,15,4,1,0,0.4513521324914045
4550.0,26,12,1,4.09,7,6,0,37,31,3,0,0,0.45145767611254445
3850.0,29,22,1,1.43,1,6,1,35,0,1,0,0,0.45154184340600845
3850.0,58,24,0,4.07,3,6,0,31,2,1,0,0,0.45156161349310786
4550.0,40,15,2,2.31,1,6,0,34,13,3,0,0,0.45160169982764325
3850.0,57,17,0,4.48,4,6,0,36,0,1,0,0,0.451630473567803
4950.0,35,24,0,1.25,7,5,0,49,81,1,0,0,0.4516524295333037
5250.0,47,10,2,2.96,7,6,0,47,53,5,1,0,0.45167961933484535
4550.0,35,5,2,1.82,8,6,0,56,0,3,0,0,0.45168646255587774
4900.0,60,24,2,4.46,9,6,0,50,29,4,1,0,0.4517332900881414
4200.0,43,19,2,4.35,9,6,0,45,48,2,0,0,0.4517741314343461
5850.0,59,26,0,1.34,4,5,0,57,5,3,0,0,0.4519840965134581
4900.0,38,5,1,2.77,9,6,0,47,56,4,1,0,0.45199636799519083
6300.0,56,18,0,2.1,3,5,0,50,58,4,1,0,0.4520368467798056
4900.0,51,10,2,3.55,3,6,1,47,48,4,1,0,0.45211006126652875
4200.0,29,11,2,4.2,7,6,1,46,68,2,0,0,0.4522243218860674
5850.0,31,14,2,2.5,4,5,0,60,8,3,0,0,0.45227494259032086
4900.0,54,8,1,1.73,8,6,0,55,8,4,1,0,0.45231633026079476
4900.0,39,26,2,2.4,6,6,1,50,1,4,1,0,0.4523689612857763
5850.0,23,6,2,4.38,4,5,0,57,22,3,0,0,0.452425911066504
5250.0,23,7,1,1.17,9,6,0,40,83,5,1,0,0.4524680638824584
5850.0,41,4,2,4.59,1,5,0,50,71,3,0,0,0.45250173169376273
6300.0,22,5,0,1.73,0,5,0,41,38,4,1,0,0.45269982432125494
5400.0,30,16,1,4.05,5,5,0,50,47,2,0,0,0.45270864595200583
4900.0,58,8,0,3.73,8,6,0,48,18,4,1,0,0.4527219956819288
4900.0,56,4,2,3.37,0,6,0,33,65,4,1,0,0.45277081938395713
6300.0,28,23,2,1.72,6,5,0,60,9,4,1,0,0.4529600912112234
5850.0,54,12,1,1.89,0,5,0,49,54,3,0,0,0.4530748952252149
4900.0,34,6,1,3.17,4,6,0,31,64,4,1,0,0.4531227145277777
5250.0,48,28,2,2.04,9,6,0,47,25,5,1,0,0.4532141824831785
4550.0,54,20,0,1.19,6,6,0,39,21,3,0,0,0.4532452528901118
6300.0,42,18,2,1.52,1,5,1,60,38,4,1,0,0.4533264814101971
5400.0,41,21,0,4.47,9,5,0,50,92,2,0,0,0.4533498865318486
4950.0,32,19,2,3.06,2,5,1,51,86,1,0,0,0.45335321153650504
4950.0,50,23,2,3.44,1,5,0,49,35,1,0,0,0.45337912427996974
6300.0,46,28,1,2.66,8,5,0,56,61,4,1,0,0.4533815344667986
4900.0,59,28,2,1.0,3,6,0,35,44,4,1,0,0.45339264361038795
4950.0,39,23,2,4.54,3,5,0,43,84,1,0,0,0.4534226926866749
5400.0,42,8,2,2.4,1,5,0,56,26,2,0,0,0.4534790485388417
4200.0,35,12,2,1.7,5,6,0,38,52,2,0,0,0.4534881782041384
4900.0,27,26,1,1.69,6,6,1,32,87,4,1,0,0.4534911484984352
5250.0,53,28,1,4.18,6,6,0,35,17,5,1,0,0.4538011971227733
6300.0,43,28,2,4.6,8,5,0,52,95,4,1,0,0.45388266324114684
5400.0,47,20,1,1.04,0,5,0,50,1,2,0,0,0.4538929135397628
4950.0,31,9,1,4.63,8,5,0,53,96,1,0,0,0.45399985406318616
3850.0,52,7,0,2.76,9,6,0,42,78,1,0,0,0.45405817151338407
5850.0,22,4,1,4.58,0,5,0,42,26,3,0,0,0.4540983501344996
6300.0,50,10,0,3.63,2,5,1,57,38,4,1,0,0.4542282865168292
5400.0,42,7,0,1.62,2,5,0,46,69,2,0,0,0.45431893101728965
4900.0,42,20,1,4.53,6,6,1,36,78,4,1,0,0.45431997067962776
5250.0,60,17,2,4.67,2,6,0,37,6,5,1,0,0.4543529998383135
6300.0,22,20,0,1.24,9,5,0,48,93,4,1,0,0.45445366682102106
4950.0,35,25,2,2.11,1,5,0,45,30,1,0,0,0.45447883406874795
4200.0,56,13,2,1.3,0,6,0,31,58,2,0,0,0.45449501806418535
5400.0,47,25,1,3.56,5,5,0,50,48,2,0,0,0.45454295196636835
6300.0,42,25,1,4.62,3,5,0,42,50,4,1,0,0.4546190061405306
4200.0,29,6,2,3.01,9,6,1,56,41,2,0,0,0.4546580124339789
4200.0,47,14,1,2.91,3,6,0,33,22,2,0,0,0.45465812823307605
4950.0,38,25,1,3.75,0,5,0,30,89,1,0,0,0.4547306794641843
4900.0,24,28,1,4.02,9,6,1,37,55,4,1,0,0.454798161447358
3850.0,29,22,1,2.93,6,6,0,31,20,1,0,0,0.45483285427510534
4550.0,41,26,2,3.44,7,6,1,45,39,3,0,0,0.4548680253824074
6300.0,50,16,0,1.18,2,5,0,50,22,4,1,0,0.4549077263546608
4200.0,51,0,0,1.58,7,6,0,39,95,2,0,0,0.4549746655135938
6300.0,39,23,1,3.35,7,5,0,59,0,4,1,0,0.4549780909665068
5250.0,25,7,0,2.41,6,6,0,33,23,5,1,0,0.45500796614532313
6300.0,27,24,1,3.81,3,5,0,40,39,4,1,0,0.45502001250100604
4550.0,28,0,0,1.63,9,6,0,48,1,3,0,0,0.4550556421127302
5250.0,44,11,1,4.79,5,6,0,33,42,5,1,0,0.45507351077538155
6300.0,44,5,0,4.03,1,5,1,55,29,4,1,0,0.4550910219360745
6300.0,43,25,0,2.95,4,5,0,46,21,4,1,0,0.45512462251006697
4550.0,54,22,0,2.45,8,6,0,38,34,3,0,0,0.45520103951127794
5850.0,46,13,2,3.65,6,5,0,58,73,3,0,0,0.45526054879535816
4900.0,53,7,1,3.44,3,6,0,37,21,4,1,0,0.4553034276688896
4200.0,53,20,2,1.2,2,6,0,31,57,2,0,0,0.4555189382010865
4200.0,30,11,2,2.47,8,6,0,37,88,2,0,0,0.45562544613307576
5400.0,52,29,2,4.67,5,5,0,49,67,2,0,0,0.4556334702244143
4550.0,42,0,1,1.31,3,6,0,41,8,3,0,0,0.4557450528478076
3850.0,22,5,2,2.62,7,6,0,37,69,1,0,0,0.45574619852547865
4550.0,52,15,2,3.85,6,6,0,38,64,3,0,0,0.45574999692984725
3850.0,29,3,1,1.86,1,6,0,30,9,1,0,0,0.455776893447373
4550.0,59,3,0,3.04,0,6,1,35,50,3,0,0,0.4558199710432009
4950.0,37,10,0,2.39,7,5,0,60,8,1,0,0,0.45596506197464637
4950.0,34,21,1,4.68,5,5,0,41,83,1,0,0,0.456040653559081
5400.0,32,22,1,3.63,8,5,0,51,62,2,0,0,0.4560494259818213
5850.0,40,28,1,4.64,9,5,0,59,1,3,0,0,0.4560720228970598
6300.0,27,27,1,3.46,6,5,0,41,75,4,1,0,0.4560856681794204
5850.0,27,22,1,1.46,4,5,0,43,59,3,0,0,0.45631418686674796
3850.0,45,8,2,1.3,8,6,0,45,79,1,0,0,0.4563869526569456
6300.0,50,13,1,3.45,3,5,0,53,26,4,1,0,0.4565079966791175
5400.0,33,27,2,4.58,1,5,0,40,17,2,0,0,0.4566276961814505
5400.0,40,18,0,3.11,4,5,0,48,12,2,0,0,0.45667359942344204
4200.0,47,11,1,4.87,8,6,0,44,6,2,0,0,0.45668851922200393
4550.0,59,14,2,3.4,1,6,0,35,10,3,0,0,0.4567574564138323
5400.0,51,15,1,2.71,1,5,0,40,95,2,0,0,0.45682527442845444
5850.0,26,2,2,4.59,1,5,1,55,44,3,0,0,0.4568347811480326
3850.0,38,29,1,3.08,9,6,0,36,17,1,0,0,0.4570197830499395
4900.0,58,15,1,3.05,4,6,1,47,5,4,1,0,0.4570996787887433
4900.0,50,27,2,4.17,8,6,0,41,14,4,1,0,0.4571688577530817
3850.0,29,14,0,2.25,8,6,0,30,57,1,0,0,0.4572495088069623
5250.0,57,13,0,4.66,6,6,0,34,32,5,1,0,0.4572666090590177
4550.0,59,16,1,1.31,8,6,0,41,77,3,0,0,0.45727999226889604
5400.0,39,27,1,1.29,2,5,0,42,34,2,0,0,0.45728865224283743
5850.0,54,13,1,1.49,4,5,0,52,80,3,0,0,0.45736656274362947
5400.0,28,28,1,2.31,4,5,1,49,45,2,0,0,0.45741970829720885
5400.0,45,5,0,2.25,4,5,0,50,63,2,0,0,0.45742426459774427
5250.0,26,3,1,1.45,6,6,0,31,85,5,1,0,0.4574745015601023
5850.0,59,26,1,2.55,9,5,0,60,62,3,0,0,0.4574786581854521
3850.0,60,15,0,3.26,9,6,0,46,5,1,0,0,0.4575761840778911
5250.0,45,25,2,4.62,0,6,1,30,8,5,1,0,0.45758109664461105
6300.0,40,24,2,2.83,5,5,0,52,38,4,1,0,0.4576973957794847
5250.0,37,1,2,1.01,9,6,0,55,17,5,1,0,0.45776955693082855
4200.0,44,28,2,4.74,6,6,0,34,2,2,0,0,0.45795732642462744
3850.0,37,3,0,2.32,9,6,0,39,59,1,0,0,0.4580409790492569
5250.0,43,27,2,3.48,4,6,1,39,9,5,1,0,0.45805712789365227
6300.0,22,4,2,1.03,3,5,0,55,23,4,1,0,0.45814980377665987
5400.0,34,18,0,1.93,7,5,1,53,91,2,0,0,0.45816360632094333
5850.0,45,5,0,4.35,2,5,0,44,45,3,0,0,0.4581806137877923
5400.0,60,22,2,4.93,2,5,0,49,35,2,0,0,0.45822908994282074
5400.0,31,16,2,3.85,0,5,0,43,7,2,0,0,0.4583103584195346
4550.0,60,16,1,2.22,6,6,0,39,39,3,0,0,0.45841972303120965
6300.0,52,10,2,3.3,0,5,0,43,88,4,1,0,0.4584880354827658
3850.0,39,14,2,2.08,9,6,0,40,79,1,0,0,0.458507544576112
5850.0,51,19,1,1.03,5,5,0,52,66,3,0,0,0.4585633877422949
4950.0,58,2,1,2.09,1,5,0,51,67,1,0,0,0.45860904477102693
4950.0,57,9,1,2.31,4,5,0,58,36,1,0,0,0.45862092196024307
3850.0,58,18,0,4.04,5,6,0,30,26,1,0,0,0.45867211122953555
4900.0,28,11,2,1.95,8,6,0,38,60,4,1,0,0.4586974183500548
6300.0,31,27,1,1.59,7,5,0,44,83,4,1,0,0.4587318945550807
5850.0,38,4,0,2.06,2,5,0,39,94,3,0,0,0.45877860778966695
6300.0,36,26,2,1.68,1,5,0,43,21,4,1,0,0.45882797135824355
4950.0,44,8,1,1.43,2,5,0,51,34,1,0,0,0.4588359845221418
4900.0,34,7,1,2.33,3,6,1,41,2,4,1,0,0.4588465696224887
5400.0,37,6,1,4.0,4,5,0,44,93,2,0,0,0.4588584766191922
4200.0,55,25,2,1.74,9,6,0,38,94,2,0,0,0.45893445145798856
5850.0,41,2,2,3.86,4,5,0,54,70,3,0,0,0.4589421639490147
4900.0,31,16,2,2.14,7,6,0,31,82,4,1,0,0.45903772383718755
4900.0,60,28,2,1.38,3,6,0,33,21,4,1,0,0.4590832683371998
5850.0,56,8,1,2.26,1,5,0,50,41,3,0,0,0.4592218230872589
5400.0,49,6,0,1.59,6,5,0,56,54,2,0,0,0.45926373885798333
6300.0,38,24,1,2.98,7,5,0,44,93,4,1,0,0.45931717904932284
4950.0,48,29,0,2.98,3,5,0,35,61,1,0,0,0.4593418220228711
5850.0,42,23,0,1.48,6,5,0,52,4,3,0,0,0.4593721528211308
5850.0,58,14,1,2.57,4,5,0,48,94,3,0,0,0.4593748981375555
5850.0,31,5,2,4.95,2,5,1,57,27,3,0,0,0.4594070542578997
4550.0,43,25,2,1.74,8,6,0,34,74,3,0,0,0.4594188202429963
5850.0,40,18,0,2.78,2,5,0,39,32,3,0,0,0.45948784897766587
4900.0,46,5,1,1.37,6,6,0,38,57,4,1,0,0.45949888868591865
5250.0,53,8,1,2.25,3,6,0,31,52,5,1,0,0.45950295965490984
6300.0,54,11,2,4.13,1,5,1,53,83,4,1,0,0.4595572017587368
3850.0,46,1,1,3.66,6,6,0,39,38,1,0,0,0.45964152421270116
5400.0,34,14,1,3.18,1,5,0,40,32,2,0,0,0.4596731325670473
4550.0,43,16,1,2.94,6,6,0,34,20,3,0,0,0.4598767690740633
4200.0,45,21,2,2.27,4,6,0,30,39,2,0,0,0.4600125848530853
4200.0,53,18,2,3.66,8,6,0,37,75,2,0,0,0.4602123019070327
5400.0,34,10,1,2.14,4,5,0,49,40,2,0,0,0.4602251610806293
4950.0,23,28,1,4.89,4,5,0,37,11,1,0,0,0.46028607319733544
5400.0,22,20,0,3.1,7,5,0,41,52,2,0,0,0.4603102005799002
4950.0,22,20,0,3.08,9,5,0,42,83,1,0,0,0.46036705876401496
4950.0,41,12,0,4.47,3,5,0,42,28,1,0,0,0.4603933667531343
6300.0,32,2,0,1.51,7,5,0,55,47,4,1,0,0.46056685509547834
5250.0,27,3,2,1.03,4,6,0,32,57,5,1,0,0.4605797812705313
5250.0,33,13,2,1.51,4,6,0,34,10,5,1,0,0.46079044851993006
4900.0,54,11,2,2.7,3,6,0,38,3,4,1,0,0.4610300838238875
6300.0,41,17,1,4.6,4,5,0,41,64,4,1,0,0.46104814066219474
3850.0,33,15,2,1.16,9,6,0,37,78,1,0,0,0.4610696124503118
6300.0,37,2,1,2.71,2,5,0,52,2,4,1,0,0.46113352560955884
5250.0,23,6,2,3.86,8,6,0,36,46,5,1,0,0.46114847390231556
4200.0,54,2,2,1.44,1,6,0,39,3,2,0,0,0.46120366061645973
4900.0,55,29,0,4.09,7,6,1,35,29,4,1,0,0.46129553468997475
4950.0,33,10,0,2.38,3,5,0,39,57,1,0,0,0.4613832691849705
6300.0,26,17,1,3.87,3,5,0,31,95,4,1,0,0.46141142757167325
4200.0,39,1,1,1.55,1,6,1,32,64,2,0,0,0.46148852627487147
5850.0,51,13,1,1.93,7,5,0,57,57,3,0,0,0.461631776844167
4950.0,27,27,2,2.5,3,5,0,40,31,1,0,0,0.4616408713351785
4950.0,34,20,2,4.16,3,5,0,37,82,1,0,0,0.4616821713527819
3850.0,39,12,1,3.6,7,6,0,37,1,1,0,0,0.461691860780836
6300.0,35,18,2,4.24,9,5,0,52,85,4,1,0,0.4617611641561906
5250.0,22,9,2,1.4,9,6,0,38,58,5,1,0,0.4617777200997908
5250.0,55,6,1,4.41,7,6,0,40,30,5,1,0,0.46180400672468563
5400.0,60,7,0,3.56,6,5,0,49,97,2,0,0,0.46181577259648765
