Monthly_Salary,Risigned_enc,Hire_Date_enc,Remote_Work_Frequency,Sick_Days,Overtime_Hours,Gender_enc,Promotions,Team_Size,Work_Hours_Per_Week,Age,Department_enc,Performance_Score,High_Performance,High_Salary,propensity_score
7800.0,1,2637,50,10,21,0,0,17,32,30,5,3,0,1,0.4816292800664892
6600.0,0,3249,75,11,12,0,0,15,59,22,5,1,0,1,0.4816759364204975
7500.0,0,2181,75,6,13,0,1,19,37,24,6,5,1,1,0.4817142190715725
7700.0,1,2688,50,2,2,0,1,16,45,37,7,4,1,1,0.48174625112324815
7150.0,0,2851,50,10,12,0,1,18,40,32,7,3,0,1,0.48181903181602886
8400.0,0,2801,0,12,12,0,0,15,39,31,7,4,1,1,0.4819689562560443
7000.0,0,2343,50,12,20,0,0,15,39,24,7,4,1,1,0.48217242131308
7700.0,0,2883,100,1,5,0,0,15,57,22,5,4,1,1,0.48241558885078384
7800.0,0,805,100,10,4,0,0,18,36,29,4,3,0,1,0.4824557970833633
6600.0,0,2210,100,12,21,0,0,16,31,27,6,1,0,1,0.4827483149412074
7700.0,1,3388,25,3,13,0,0,15,54,35,7,4,1,1,0.4828086581442137
7700.0,0,587,50,1,8,1,0,19,56,23,8,4,1,1,0.48289941637258493
7000.0,0,3054,50,5,7,0,1,15,37,23,6,4,1,1,0.4829198105693558
7200.0,0,2305,100,6,4,1,0,18,45,40,7,2,0,1,0.4830844584186744
6600.0,0,3176,0,14,25,0,0,18,55,34,8,1,0,1,0.483303365321897
9000.0,0,1760,50,13,4,0,1,18,39,45,8,5,1,1,0.48332459395492705
6500.0,1,1843,100,13,12,0,1,19,51,36,5,3,0,1,0.4833412959027158
7800.0,0,2708,75,10,7,1,0,13,51,25,7,3,0,1,0.48334754085138987
7800.0,0,1717,75,10,12,0,1,15,38,27,8,3,0,1,0.4834067860986754
6600.0,0,1094,50,10,13,1,0,19,38,25,6,1,0,1,0.4835515598739567
7150.0,0,3228,25,13,5,1,2,18,48,22,6,3,0,1,0.48357504057241285
7200.0,0,2647,100,0,2,1,0,15,44,31,7,2,0,1,0.4836058263518365
9000.0,0,38,25,9,1,0,0,19,33,33,5,5,1,1,0.4836641116299956
7800.0,0,450,75,14,19,0,0,15,54,22,8,3,0,1,0.48374658499168405
7700.0,0,2224,50,2,2,0,0,14,55,29,7,4,1,1,0.48376306656659673
7000.0,0,2434,25,5,1,0,0,13,56,34,8,4,1,1,0.4838469927151244
7700.0,0,3082,50,6,8,0,0,17,32,32,4,4,1,1,0.4839596673281631
7500.0,0,1248,0,13,19,0,0,18,43,33,8,5,1,1,0.48400270925042027
8400.0,1,2095,75,2,4,0,0,16,44,23,2,4,1,1,0.484004614858857
7200.0,0,2055,100,11,24,1,0,15,32,24,8,2,0,1,0.4841336823358015
7700.0,0,2172,0,5,10,0,1,19,45,24,6,4,1,1,0.484147899583359
7800.0,0,379,0,12,3,0,1,18,43,25,6,3,0,1,0.48424963197459614
6750.0,0,1566,50,11,5,0,1,19,52,23,4,5,1,1,0.48427418213881596
6600.0,0,1620,25,13,22,1,0,19,46,24,7,1,0,1,0.4842764060317338
7800.0,0,1618,75,11,17,0,0,14,43,29,8,3,0,1,0.4842803756483634
6500.0,0,2491,0,8,14,0,0,16,48,34,8,3,0,1,0.48429558454078686
7700.0,0,2431,0,7,2,1,0,12,35,29,8,4,1,1,0.4843253958829061
7500.0,0,2276,25,11,7,0,1,19,49,34,6,5,1,1,0.48433194815600283
6600.0,0,2843,25,8,6,0,0,9,30,25,7,1,0,1,0.48443233449800804
8400.0,0,1947,50,3,1,0,2,18,40,33,8,4,1,1,0.48444330892854115
7700.0,0,3399,100,0,0,1,1,17,43,41,8,4,1,1,0.48449479774726667
7200.0,0,2426,0,13,1,1,0,18,39,43,6,2,0,1,0.48458650445764934
9000.0,0,1791,75,11,11,0,0,15,40,26,5,5,1,1,0.48466506223324474
7000.0,0,2604,50,11,5,0,1,17,46,40,7,4,1,1,0.4846743120287847
6750.0,0,1860,25,14,16,0,1,18,48,28,7,5,1,1,0.4846978614068816
8250.0,0,2259,75,5,1,0,2,18,44,28,6,5,1,1,0.48475780613851127
7200.0,0,3320,100,0,13,0,2,15,32,23,8,2,0,1,0.48480003842324515
7800.0,0,2796,75,8,0,1,1,14,46,29,7,3,0,1,0.4848388865957025
6500.0,0,2680,75,6,3,0,0,7,44,25,8,3,0,1,0.4849312689860167
7000.0,0,2429,50,9,8,0,2,19,48,31,7,4,1,1,0.4850051949060333
8250.0,1,3063,25,11,24,2,0,18,52,23,6,5,1,1,0.48501246733141623
7800.0,0,361,75,7,15,0,0,18,39,35,8,3,0,1,0.4850176976446408
7700.0,0,527,100,14,5,0,1,13,46,28,8,4,1,1,0.4850592829842006
7150.0,1,1375,75,1,9,1,1,18,43,34,8,3,0,1,0.4850958735983208
7700.0,0,2541,25,8,2,0,0,13,44,42,8,4,1,1,0.48509855915979083
6600.0,1,394,100,7,13,1,1,15,34,25,8,1,0,1,0.4852256343701428
7200.0,0,1019,100,12,2,0,0,18,54,40,5,2,0,1,0.4852632589064952
6600.0,1,2744,25,10,22,1,0,13,46,27,8,1,0,1,0.4853348865801356
6750.0,1,2209,0,11,9,0,1,17,46,47,8,5,1,1,0.4854369703501348
7700.0,0,2799,0,9,16,1,1,18,41,28,8,4,1,1,0.48548867056805867
8250.0,0,2125,50,7,3,1,2,19,37,29,7,5,1,1,0.4855025498545368
7200.0,1,950,25,10,0,0,1,13,48,23,5,2,0,1,0.48560091625664625
7150.0,0,2791,0,6,4,1,0,12,34,31,8,3,0,1,0.4856016572100461
6500.0,0,2879,100,8,0,0,2,13,43,24,6,3,0,1,0.48566218216063184
7200.0,0,1474,75,12,5,0,1,9,32,23,8,2,0,1,0.48574741056434695
7700.0,0,2546,25,11,6,0,0,19,31,39,3,4,1,1,0.4858291712505005
7150.0,0,2414,50,12,1,0,0,14,41,48,7,3,0,1,0.4858566072398199
6600.0,0,3180,0,2,27,0,0,15,32,24,8,1,0,1,0.4860092065389637
7700.0,0,1689,100,14,5,1,1,16,47,23,5,4,1,1,0.48602457312443653
6600.0,0,2410,25,12,19,0,0,18,38,46,8,1,0,1,0.4860860616496428
8400.0,0,1323,75,14,14,0,1,18,31,28,5,4,1,1,0.4861129542251851
7700.0,0,2814,50,13,1,0,0,15,44,49,6,4,1,1,0.48612382866310305
6600.0,0,1828,50,9,2,1,0,18,57,32,5,1,0,1,0.486151661616674
7800.0,0,2355,25,1,5,1,0,16,42,36,8,3,0,1,0.4862475740043817
7800.0,0,2917,25,3,19,0,0,19,33,26,4,3,0,1,0.4862936414488219
7800.0,0,1465,25,9,15,1,0,18,53,31,8,3,0,1,0.486295971197841
7000.0,0,3173,0,6,8,0,0,19,54,44,6,4,1,1,0.48630429678354764
6600.0,1,2639,0,2,0,1,2,15,45,30,8,1,0,1,0.4863805112431726
6500.0,0,2249,75,10,10,0,1,18,33,34,5,3,0,1,0.4864697362744836
6750.0,0,1469,25,7,21,0,0,19,57,33,8,5,1,1,0.4864824138925159
7150.0,1,2538,0,0,6,1,1,13,30,29,8,3,0,1,0.4864887355399655
9000.0,0,2020,75,12,0,1,0,11,53,35,8,5,1,1,0.4865130472040585
8400.0,0,1146,25,12,3,0,0,7,31,25,8,4,1,1,0.4865197493263444
6600.0,0,2338,25,4,11,0,0,19,57,26,4,1,0,1,0.48654220646752255
8250.0,0,1402,100,10,3,1,1,13,42,28,8,5,1,1,0.48654353612093365
6500.0,0,2047,100,5,0,1,0,18,35,32,3,3,0,1,0.48657872596914703
8400.0,0,3246,75,6,5,0,1,15,50,33,6,4,1,1,0.4866503649698113
6500.0,0,3196,75,8,4,0,1,19,59,55,8,3,0,1,0.4866653088820487
9000.0,0,2598,0,13,2,1,2,16,45,26,7,5,1,1,0.4867016426058657
7200.0,0,2883,50,11,26,1,1,19,38,25,7,2,0,1,0.4868188178574096
7500.0,0,3216,0,6,6,0,1,17,46,44,8,5,1,1,0.48683459423054876
9000.0,0,1386,100,14,11,0,0,17,38,54,8,5,1,1,0.4869245557717847
6500.0,0,691,100,4,2,0,2,15,45,24,8,3,0,1,0.486949307084494
7000.0,0,2649,75,12,1,0,0,5,31,29,7,4,1,1,0.4869999571143821
6600.0,0,2462,0,11,20,0,1,17,32,29,7,2,0,1,0.4870309731738752
6600.0,1,663,75,7,16,0,0,19,55,44,7,1,0,1,0.48706059466765744
8250.0,0,2160,0,3,13,1,0,17,33,29,7,5,1,1,0.4870966472791231
7150.0,0,2318,100,9,8,0,2,16,38,22,5,3,0,1,0.4871474576236532
6600.0,0,2148,100,0,2,1,0,15,57,37,8,1,0,1,0.4871543373622296
8400.0,1,1112,100,6,12,0,0,10,50,26,7,4,1,1,0.48718595988210606
6600.0,0,216,100,5,1,0,0,10,44,28,8,1,0,1,0.4873739144360641
7800.0,1,3155,75,10,7,1,0,17,50,29,1,3,0,1,0.48741960890947933
7200.0,0,3268,50,13,27,1,0,18,55,31,7,2,0,1,0.4874242557496084
9000.0,0,1965,0,14,0,1,0,17,39,55,8,5,1,1,0.48742511526363985
9000.0,0,3121,50,9,21,0,2,19,35,35,8,5,1,1,0.48746479900531886
6600.0,0,948,75,1,11,0,1,19,37,22,5,1,0,1,0.4876344381805227
7000.0,0,1718,100,13,6,0,1,13,39,40,8,4,1,1,0.48763726685761427
7150.0,0,2597,75,7,17,1,1,15,33,22,7,3,0,1,0.48774904436747607
7500.0,0,2788,0,8,1,0,0,7,30,29,7,5,1,1,0.48775304121190916
9000.0,1,1236,75,11,0,1,0,8,33,29,6,5,1,1,0.4877840879081063
8250.0,0,3180,100,13,13,1,1,16,36,34,6,5,1,1,0.48788965263136963
9000.0,0,3280,100,3,4,0,1,14,38,36,6,5,1,1,0.48789917404385413
6600.0,0,2086,50,12,25,0,0,18,36,44,8,2,0,1,0.48790864047648336
7150.0,1,1565,50,12,5,1,2,19,47,36,6,3,0,1,0.4879706566576824
7700.0,0,2585,100,6,4,1,0,8,40,23,7,4,1,1,0.4879762439147351
7200.0,0,1742,50,14,3,0,0,19,36,50,4,2,0,1,0.4880158230246194
7800.0,1,3112,50,4,8,1,0,13,52,34,6,3,0,1,0.4880340008676798
6500.0,0,1876,0,14,0,1,0,19,58,47,6,3,0,1,0.4880711573617322
6500.0,0,2474,0,12,13,1,2,18,56,24,8,3,0,1,0.4880887367023804
7200.0,0,2861,50,10,10,0,0,19,38,60,7,2,0,1,0.48811798770629056
9000.0,0,912,100,11,6,1,0,18,53,33,5,5,1,1,0.4881194206304956
7800.0,0,518,50,11,20,0,2,18,33,22,8,3,0,1,0.4881310530676034
8400.0,0,178,50,1,2,0,0,19,51,27,4,4,1,1,0.4881605485347666
7500.0,0,2412,75,4,5,0,2,16,47,34,8,5,1,1,0.4881923138954836
7800.0,0,1785,50,1,8,1,0,17,30,22,4,3,0,1,0.4882162542072865
7150.0,0,1478,100,2,2,0,2,14,54,24,8,3,0,1,0.4882583333552312
7500.0,0,1325,100,10,24,0,0,12,44,23,8,5,1,1,0.48829473036813875
6500.0,0,1746,75,13,6,0,1,9,46,26,8,3,0,1,0.4883098812456439
8400.0,0,2395,75,8,24,0,2,18,44,25,8,4,1,1,0.4883151299382646
6500.0,0,3135,75,14,18,0,0,13,31,33,5,3,0,1,0.48831815460804634
7000.0,0,1740,25,13,3,0,0,14,41,27,3,4,1,1,0.48841773607144245
7800.0,0,2070,75,8,2,0,0,14,36,40,5,3,0,1,0.48842979393117236
7000.0,0,2195,25,8,13,1,0,16,30,31,6,4,1,1,0.4884494206898571
6600.0,0,2021,100,12,0,1,1,19,53,26,2,1,0,1,0.4884749040514771
8400.0,0,3367,75,0,4,1,0,17,50,41,6,4,1,1,0.48851668242883667
8400.0,0,2687,25,11,20,0,0,15,53,23,5,4,1,1,0.4885258504090998
7000.0,0,3245,100,9,14,1,2,19,51,27,6,4,1,1,0.4886059500273287
9000.0,0,3065,50,11,0,0,0,19,52,50,3,5,1,1,0.48861731070079356
7000.0,0,2847,50,12,16,1,1,16,52,27,7,4,1,1,0.4886357848721974
7800.0,0,2276,75,7,1,0,0,18,39,53,5,3,0,1,0.48866083490519774
6750.0,0,254,25,6,7,1,2,19,34,24,8,5,1,1,0.4886669727425176
6750.0,0,2243,25,8,1,0,0,9,43,37,8,5,1,1,0.48867618501443055
8400.0,0,3298,25,13,3,0,1,19,35,29,0,4,1,1,0.488730904837316
7500.0,1,2015,25,10,18,0,0,17,58,26,3,5,1,1,0.48878545630605613
7500.0,0,3061,50,11,10,0,1,19,36,35,3,5,1,1,0.48880090839123863
8400.0,0,2157,50,1,8,1,1,19,30,22,4,4,1,1,0.488802747898257
9000.0,0,938,100,11,19,0,1,16,39,32,8,5,1,1,0.48885295353425745
9000.0,0,2840,0,10,19,1,1,18,45,32,8,5,1,1,0.4888800395091831
8250.0,0,2495,25,8,20,1,1,17,41,27,8,5,1,1,0.48888276050601215
6600.0,0,2679,25,11,5,0,2,14,50,33,8,1,0,1,0.4888984399825169
6600.0,1,2044,75,5,5,0,2,7,30,22,8,1,0,1,0.48891622116589484
8250.0,0,3102,50,7,1,0,1,19,52,37,3,5,1,1,0.4889482979793362
7200.0,1,2573,50,14,23,0,2,13,41,28,8,2,0,1,0.48895834376552527
9000.0,0,1040,75,12,20,0,0,19,53,26,4,5,1,1,0.48897892875473387
7800.0,0,1626,100,4,6,0,2,19,55,34,7,3,0,1,0.48905871672774914
7800.0,1,3398,75,2,6,1,1,18,39,44,5,3,0,1,0.4890955017578186
7500.0,1,2219,100,12,14,0,2,13,35,24,5,5,1,1,0.4891030779370928
7200.0,0,747,50,3,13,0,0,15,49,26,7,2,0,1,0.4891553224581098
7000.0,1,2679,50,14,7,1,0,9,44,29,5,4,1,1,0.48917412861073684
8400.0,0,2203,50,2,3,0,2,18,35,23,4,4,1,1,0.48918340795252097
7200.0,0,2104,100,5,15,1,0,18,32,33,5,2,0,1,0.489219161495714
6600.0,0,2859,25,13,17,0,0,19,59,31,3,1,0,1,0.4892839611799808
9000.0,0,2338,0,2,2,1,0,13,40,36,8,5,1,1,0.48929143422866267
7500.0,1,1811,100,10,14,0,0,14,55,27,3,5,1,1,0.4893631860790106
6600.0,0,3211,0,6,15,0,2,16,41,29,8,1,0,1,0.48938081173162407
6750.0,1,988,75,4,1,0,0,12,35,33,4,5,1,1,0.48942352588719573
7700.0,0,2884,100,9,12,0,0,14,39,53,8,4,1,1,0.48947165000669135
7200.0,1,3234,25,3,2,0,1,6,35,23,6,2,0,1,0.48948255015526454
7200.0,0,3067,0,5,0,0,1,10,46,33,8,2,0,1,0.489535671097404
7800.0,0,1369,25,10,4,0,2,19,51,32,6,3,0,1,0.4895409230177192
6600.0,0,2741,75,7,15,0,2,19,51,39,8,1,0,1,0.48954310138062834
6600.0,1,379,75,11,13,1,1,15,60,29,8,2,0,1,0.48962194230106587
6600.0,0,1730,100,12,1,0,0,17,39,60,6,1,0,1,0.4896542358361099
6600.0,0,1366,50,2,8,0,2,18,46,31,8,1,0,1,0.48972957389266353
7700.0,1,2263,0,10,7,0,1,15,45,32,4,4,1,1,0.4897414736145233
8250.0,0,3238,75,12,18,1,1,13,37,31,8,5,1,1,0.48974280074428855
7200.0,0,2254,75,9,7,0,0,8,41,30,7,2,0,1,0.4897471912939226
7800.0,0,3333,25,13,14,1,1,17,35,36,6,3,0,1,0.4898044259955031
7700.0,1,120,50,0,15,1,0,18,56,24,6,4,1,1,0.4898110761021423
8400.0,0,16,50,8,3,0,1,15,37,22,5,4,1,1,0.48983161156911004
8400.0,0,3203,75,14,8,1,2,19,45,30,4,4,1,1,0.48984659845635437
6600.0,1,1245,25,4,1,0,2,9,31,25,8,1,0,1,0.48984939039000985
6500.0,0,3204,50,13,9,1,0,18,39,24,0,3,0,1,0.48985143823609517
7800.0,0,2668,0,14,21,0,1,18,57,39,8,3,0,1,0.4898809366021881
7150.0,0,3147,100,11,3,1,0,12,35,44,6,3,0,1,0.4898815004918577
7700.0,0,1495,50,5,10,1,0,18,53,37,7,4,1,1,0.4899037265457892
9000.0,0,1798,0,2,8,0,1,18,54,23,5,5,1,1,0.48995147573258774
6600.0,0,768,0,14,2,0,0,15,36,49,7,1,0,1,0.49001505581919197
7800.0,1,1947,25,7,25,0,2,18,40,32,8,3,0,1,0.4900249055950512
7000.0,0,2975,100,7,6,0,0,14,32,56,7,4,1,1,0.49003229843815643
6600.0,0,383,50,11,2,0,0,18,55,32,3,2,0,1,0.49006685344469314
9000.0,0,2699,50,7,5,2,1,17,46,33,7,5,1,1,0.49007022777399617
6600.0,0,1185,0,5,0,0,1,14,37,33,7,1,0,1,0.49009206545288014
8400.0,0,2287,75,0,19,0,0,17,47,41,8,4,1,1,0.4901157950018216
8400.0,0,2081,75,4,24,0,2,19,57,23,8,4,1,1,0.4901290972463527
7500.0,0,2677,0,9,8,1,1,19,47,22,3,5,1,1,0.4901312323261536
7800.0,0,2257,75,12,29,0,1,18,47,35,8,3,0,1,0.49016982771435946
7700.0,0,2940,0,14,8,1,1,14,39,25,5,4,1,1,0.4902095618964443
8400.0,0,1951,100,2,7,0,0,17,31,25,1,4,1,1,0.4902392095424436
7700.0,0,3169,75,8,16,1,0,12,32,28,6,4,1,1,0.4902567229070504
8250.0,1,3161,0,10,29,1,0,13,41,32,8,5,1,1,0.49026280045244675
6600.0,0,2279,100,14,13,0,1,19,44,59,8,1,0,1,0.49026360009712017
7150.0,0,1694,0,5,14,0,0,18,50,35,6,3,0,1,0.49033783594468855
7800.0,0,1492,75,9,7,1,0,17,44,26,3,3,0,1,0.4903695584966695
7800.0,0,2035,50,6,5,1,2,14,36,26,8,3,0,1,0.4904745773065296
6600.0,0,3285,100,1,11,0,0,7,48,23,7,2,0,1,0.4904911548381498
7150.0,0,2522,0,5,4,0,1,15,34,46,8,3,0,1,0.49050210578487263
6500.0,0,333,0,12,8,0,1,17,60,30,7,3,0,1,0.49052107358683866
7150.0,0,3095,50,10,9,1,0,19,50,37,3,3,0,1,0.49055316069470367
6750.0,0,2697,100,3,26,1,0,17,54,32,8,5,1,1,0.4905741603804864
7500.0,1,1365,50,5,7,0,1,16,51,34,5,5,1,1,0.4906123950296277
8250.0,0,2565,75,12,18,0,2,17,46,32,7,5,1,1,0.4906228627538264
9000.0,0,820,25,10,7,1,0,18,56,25,4,5,1,1,0.49063356788707635
6600.0,0,2207,25,1,5,0,1,15,37,31,6,1,0,1,0.4906351898935685
8400.0,1,3270,100,10,14,1,0,17,45,47,4,4,1,1,0.4907048862140853
8400.0,0,677,75,8,11,0,0,18,53,45,7,4,1,1,0.4907352290692524
6500.0,0,3260,50,14,4,1,2,19,48,24,2,3,0,1,0.49075169260847434
7700.0,0,1985,0,5,2,2,2,16,42,22,8,4,1,1,0.4907769507389471
7800.0,0,323,0,3,7,1,0,13,42,23,8,3,0,1,0.49081735167092966
7500.0,0,1874,75,14,6,1,2,17,46,40,8,5,1,1,0.4908553227506417
6600.0,0,1470,100,9,13,0,1,19,31,45,6,2,0,1,0.4909339630457899
8250.0,0,3230,0,4,18,0,2,17,36,22,6,5,1,1,0.49094696280457456
7000.0,0,3239,0,4,0,0,1,19,51,47,5,4,1,1,0.4909563642304136
6600.0,0,2918,100,10,1,1,0,14,41,26,1,2,0,1,0.49097108462875433
6600.0,0,2742,0,6,8,0,1,12,34,36,8,2,0,1,0.49097819450824953
7000.0,0,2481,25,6,1,1,1,14,35,22,4,4,1,1,0.49101410739140067
7200.0,0,1803,50,11,0,0,0,9,42,45,8,2,0,1,0.4910183705154423
8400.0,0,1393,75,14,12,0,2,18,47,37,7,4,1,1,0.4910819396266818
7800.0,0,2918,50,13,21,0,0,9,45,26,7,3,0,1,0.4911084912519003
9000.0,0,70,100,11,12,0,2,15,49,24,8,5,1,1,0.49111691169259597
6750.0,0,3109,25,10,6,1,0,9,36,33,7,5,1,1,0.4911435162963119
8400.0,0,1687,0,11,2,1,0,17,49,44,6,4,1,1,0.4911683540992735
7200.0,0,947,50,8,8,0,1,16,37,23,4,2,0,1,0.4911752891153612
7200.0,0,893,25,1,0,0,0,13,56,38,8,2,0,1,0.49120440321272524
7200.0,1,3120,50,10,15,0,1,13,40,50,8,2,0,1,0.4912107841944625
7800.0,0,545,100,7,4,1,1,14,58,23,7,3,0,1,0.4912134298003794
8400.0,0,1632,100,2,15,0,1,16,47,25,6,4,1,1,0.4912149750560073
7150.0,0,1978,100,14,3,1,0,12,50,34,5,3,0,1,0.49124308995269433
6750.0,0,1629,100,1,2,1,1,18,44,22,3,5,1,1,0.4912474151614974
7800.0,0,3232,50,2,4,1,0,10,34,39,8,3,0,1,0.4912479991191204
6600.0,0,3174,100,6,9,1,2,18,49,37,7,1,0,1,0.49126127802509306
7150.0,0,2857,75,10,11,1,1,17,51,31,5,3,0,1,0.49126868683575825
7200.0,0,671,75,7,18,0,0,17,50,26,5,2,0,1,0.4912837720773005
6750.0,0,2407,25,9,5,0,0,18,54,25,0,5,1,1,0.49131015233631603
9000.0,0,1594,50,7,13,0,2,18,35,28,6,5,1,1,0.49133575088405845
7700.0,0,2541,0,13,1,0,0,9,59,28,5,4,1,1,0.491348312179857
6750.0,0,2917,50,13,22,0,0,16,44,37,5,5,1,1,0.4913825515498019
7700.0,0,2447,100,3,18,0,2,17,48,31,8,4,1,1,0.4913852019811562
8400.0,0,3330,25,3,8,1,1,19,53,28,4,4,1,1,0.4913970465658147
9000.0,0,1612,50,8,16,0,1,17,52,23,5,5,1,1,0.49142041263300995
7200.0,0,2968,100,11,3,1,1,18,33,26,0,2,0,1,0.49144889967000327
7150.0,0,2524,0,11,4,0,0,17,53,44,4,3,0,1,0.49146926181315354
7800.0,0,1582,25,0,10,1,2,19,30,30,8,3,0,1,0.4914901165629041
6750.0,1,1062,100,8,6,1,0,16,45,25,1,5,1,1,0.49155823927251885
8400.0,0,3217,100,10,10,1,2,15,47,32,7,4,1,1,0.49160773729240015
7800.0,0,2695,75,2,7,0,1,14,48,37,7,3,0,1,0.4916174794548467
7200.0,0,3137,75,1,25,1,1,18,31,34,8,2,0,1,0.49163279608400384
7150.0,0,1937,25,10,3,1,0,15,30,55,8,3,0,1,0.49164108648298877
8400.0,0,2625,75,7,23,1,0,12,38,28,8,4,1,1,0.4916643301378492
8400.0,1,2847,0,1,1,0,0,10,34,25,2,4,1,1,0.49173669506341
9000.0,0,482,0,7,2,0,2,19,40,42,8,5,1,1,0.49175527056427987
9000.0,1,2816,25,12,4,0,1,7,59,28,6,5,1,1,0.491789911360429
8400.0,0,2306,50,12,23,0,0,18,50,37,5,4,1,1,0.49183920422602956
7200.0,0,1491,50,5,9,0,1,19,35,53,8,2,0,1,0.49187094503042444
7150.0,0,1821,25,0,14,0,0,14,58,27,7,3,0,1,0.49190552715538105
6600.0,0,3206,25,12,10,2,0,12,52,30,7,1,0,1,0.4919084904054364
6600.0,0,2179,50,12,4,0,1,8,59,29,8,1,0,1,0.4919422003826802
6600.0,1,3368,100,13,29,1,0,8,34,28,7,2,0,1,0.4919491253267909
7200.0,0,2513,25,9,12,0,2,13,37,25,7,2,0,1,0.4919790858971428
7200.0,0,2574,25,12,0,0,2,15,47,29,4,2,0,1,0.4919996699173268
7800.0,0,2574,50,9,7,0,0,16,31,32,1,3,0,1,0.4920057378711306
6750.0,0,2948,50,11,6,0,2,14,41,44,8,5,1,1,0.492011147615551
9000.0,0,3150,100,4,21,0,1,12,46,24,7,5,1,1,0.49201163677386023
6750.0,0,584,50,14,14,0,1,19,44,34,5,5,1,1,0.49205574752894443
7200.0,0,2759,25,13,27,0,1,15,49,22,6,2,0,1,0.4920831231043467
7800.0,0,1665,100,13,18,1,1,12,39,26,8,3,0,1,0.49208312925254205
6750.0,0,1167,100,12,7,1,0,8,32,23,6,5,1,1,0.49211604125764824
7800.0,1,1672,25,3,25,0,1,16,50,27,7,3,0,1,0.49212149729141846
7800.0,0,806,50,14,3,0,0,17,49,34,2,3,0,1,0.49214712435574426
7800.0,0,1460,25,10,9,1,0,19,37,28,2,3,0,1,0.49219621104920774
6750.0,0,2743,100,0,0,2,2,19,33,45,8,5,1,1,0.4922059648030649
9000.0,0,799,75,14,7,0,0,17,41,24,0,5,1,1,0.4922250750315834
7000.0,0,3053,25,10,6,0,2,11,58,29,8,4,1,1,0.49224480905644163
9000.0,0,940,75,0,4,1,1,19,37,45,8,5,1,1,0.49227283018745266
7800.0,0,3160,100,7,14,0,2,17,58,37,7,3,0,1,0.49228993108945174
7200.0,0,2477,100,11,4,1,1,15,49,50,8,2,0,1,0.49230055738330636
7800.0,0,3242,50,3,7,0,1,17,60,27,3,3,0,1,0.4923486205962115
6600.0,0,3402,75,11,8,0,1,8,47,27,6,1,0,1,0.49244624976938334
