Monthly_Salary,Overtime_Hours,Risigned_enc,Work_Hours_Per_Week,Hire_Date_enc,Remote_Work_Frequency,Team_Size,Age,Performance_Score,High_Performance,High_Salary,propensity_score
4200.0,24,0,38,2408,0,1,57,2,0,0,0.4966316275855882
5250.0,5,1,40,537,0,6,58,5,1,0,0.4967523724816695
5500.0,27,1,49,2806,0,7,48,1,0,0,0.49688560424024686
5400.0,8,1,38,135,0,3,54,2,0,0,0.4969535217295645
5500.0,3,1,37,361,0,5,57,1,0,0,0.49705309040029716
3850.0,24,0,31,2100,0,10,58,1,0,0,0.497092467856504
5400.0,8,1,49,1389,0,1,56,2,0,0,0.4971242761009285
4200.0,22,1,48,2375,25,10,60,2,0,0,0.49718492315597523
6000.0,26,1,31,692,25,7,51,2,0,0,0.4972146644302156
4550.0,25,1,42,593,25,16,60,3,0,0,0.4972620482648922
5600.0,14,0,31,1366,0,1,59,4,1,0,0.4974042174802536
5200.0,17,1,31,3398,25,14,57,3,0,0,0.4975081323199834
5500.0,26,0,36,1935,0,5,55,1,0,0,0.49781613533620434
6000.0,7,1,33,635,0,8,53,5,1,0,0.49783137335822353
4900.0,22,0,35,2717,0,13,60,4,1,0,0.49791197884718463
5250.0,26,0,48,2264,0,3,58,5,1,0,0.49797420824335265
4800.0,27,0,34,2735,0,10,55,2,0,0,0.4981136514948134
5200.0,27,0,56,2472,0,1,59,3,0,0,0.4981458978892644
4800.0,26,1,45,1938,25,8,54,2,0,0,0.49816935043785116
5200.0,19,1,47,429,0,12,53,3,0,0,0.49818247243597114
6050.0,29,0,51,2242,0,3,57,1,0,0,0.4982153159075972
6300.0,21,0,31,1041,0,12,59,4,1,0,0.4982355393793166
5500.0,27,1,31,1178,50,8,57,1,0,0,0.49826098300936406
4400.0,23,0,39,218,0,3,57,1,0,0,0.49827322602866825
5500.0,27,0,46,673,0,9,60,1,0,0,0.4982882256968065
5850.0,26,0,34,3214,25,1,59,3,0,0,0.498301185378236
4400.0,29,0,47,3018,0,12,59,1,0,0,0.49839005073288783
5250.0,21,0,35,1496,0,4,56,5,1,0,0.498400864268091
4950.0,23,1,35,966,25,8,52,1,0,0,0.4984332100618637
4400.0,14,1,38,872,25,10,59,1,0,0,0.49848867502268634
5850.0,27,0,39,2837,0,12,57,3,0,0,0.4984985879370486
6050.0,24,0,30,2389,25,4,60,1,0,0,0.4985926547051562
4200.0,27,0,44,2654,0,13,59,2,0,0,0.4987352319582424
4200.0,24,0,34,125,0,10,57,2,0,0,0.49877962181510027
4400.0,28,0,37,1533,25,3,60,1,0,0,0.4988365438872951
4400.0,21,1,56,769,0,3,49,1,0,0,0.49902359921385
4400.0,26,0,46,3403,0,13,59,1,0,0,0.4991393677606254
6300.0,29,1,42,1374,25,15,53,4,1,0,0.4991481895311693
4950.0,22,0,47,3008,0,1,56,1,0,0,0.499152865793891
6300.0,23,1,35,2442,25,13,52,4,1,0,0.49915830481484785
4200.0,27,0,44,923,0,15,60,2,0,0,0.49927514253614
5600.0,15,1,55,2526,0,17,57,4,1,0,0.49930460966065593
5500.0,27,0,35,1915,25,4,59,1,0,0,0.4993505540062732
4950.0,26,1,49,3037,25,18,57,1,0,0,0.4994712589843921
5250.0,14,1,56,1840,0,19,59,5,1,0,0.4994722573706972
4800.0,27,0,47,22,0,2,55,2,0,0,0.49948207015601775
6000.0,21,1,31,2219,50,10,58,2,0,0,0.4995487257149064
6050.0,21,0,33,1782,0,17,59,1,0,0,0.4995682941856694
3850.0,23,1,43,2831,0,4,41,1,0,0,0.4996038077532975
5400.0,17,0,41,812,0,1,57,2,0,0,0.49961244969756574
6300.0,12,1,52,2776,0,1,49,4,1,0,0.4996131150984658
5850.0,25,0,40,973,0,7,55,3,0,0,0.4996209336394437
4200.0,23,0,53,1682,0,6,60,2,0,0,0.49963754334501614
6000.0,28,0,39,603,0,17,58,5,1,0,0.49964644799783003
4400.0,21,1,32,210,25,6,49,1,0,0,0.4996714234179578
3850.0,28,0,60,542,0,5,60,1,0,0,0.49969963874796425
4550.0,24,0,56,3045,0,7,60,3,0,0,0.4997241850927659
4400.0,23,0,31,75,0,13,56,1,0,0,0.49972613708820035
5500.0,25,0,36,3024,0,1,49,1,0,0,0.499753374156891
5200.0,20,0,40,1821,0,3,55,3,0,0,0.4997543451475806
5600.0,20,0,42,3222,0,14,60,4,1,0,0.49983638460979357
5850.0,22,0,45,1953,0,2,55,3,0,0,0.49985531040261494
5500.0,20,0,34,2589,0,5,53,1,0,0,0.4998634545530653
6000.0,17,0,38,1979,0,2,55,5,1,0,0.49991111227949936
6300.0,25,0,32,125,0,3,50,4,1,0,0.49992502427227925
4900.0,27,1,31,1473,50,1,50,4,1,0,0.49995629817545306
5500.0,11,0,35,3272,0,10,60,1,0,0,0.5000171969715365
6000.0,11,0,31,2553,0,4,56,5,1,0,0.5000480267041871
4200.0,29,0,50,3219,0,15,58,2,0,0,0.5000979407827538
5850.0,28,0,32,1430,25,2,55,3,0,0,0.5001783197267854
5850.0,16,0,42,1842,0,5,58,3,0,0,0.500204236105928
4200.0,22,1,45,2496,0,18,48,2,0,0,0.5002446323441105
5200.0,24,0,51,872,0,4,57,3,0,0,0.5002599643712018
4800.0,25,0,54,2413,0,7,58,2,0,0,0.5002735379748464
6000.0,12,0,33,3389,0,10,58,5,1,0,0.5003260455532877
4400.0,22,0,38,2541,0,4,52,1,0,0,0.5003319205279001
4400.0,5,1,31,475,0,1,45,1,0,0,0.5003426341203066
5850.0,20,0,47,2430,0,1,55,3,0,0,0.5003799665492895
5500.0,17,1,41,1223,50,4,60,1,0,0,0.5003888519887016
4200.0,23,0,30,2840,0,8,50,2,0,0,0.5004266014891365
4950.0,23,1,40,1959,25,18,54,1,0,0,0.5004505146925788
5850.0,24,1,32,3157,50,14,56,3,0,0,0.5005646904317589
6000.0,22,0,53,2006,0,3,57,5,1,0,0.5005736573076733
4400.0,24,0,40,2549,0,12,55,1,0,0,0.5005869102525949
6000.0,26,0,32,1656,25,8,58,5,1,0,0.5006039897291921
6300.0,29,0,49,2443,0,17,58,4,1,0,0.5006409048365191
6300.0,28,0,45,1652,0,16,57,4,1,0,0.5006802961296725
5200.0,24,0,52,3031,0,10,58,3,0,0,0.5006958573990227
5400.0,26,0,43,2832,0,13,55,2,0,0,0.5007473524153844
6000.0,15,0,35,2376,0,2,53,5,1,0,0.5007631889142904
5850.0,28,0,36,3176,0,13,51,3,0,0,0.5007722475002542
5200.0,10,0,34,453,0,5,58,3,0,0,0.5008015554899893
5400.0,9,0,37,580,0,6,60,2,0,0,0.5008399939414709
4400.0,26,0,45,2821,0,16,57,1,0,0,0.5008509050366078
5850.0,18,0,35,3194,25,2,59,3,0,0,0.5009171389301497
5250.0,28,1,31,2781,0,6,32,5,1,0,0.5009643821472849
5600.0,11,1,40,2919,25,10,55,4,1,0,0.5010041127608112
5200.0,13,1,50,757,25,12,60,3,0,0,0.5010125954575002
5850.0,17,0,32,1583,0,19,59,3,0,0,0.5010179337552703
3850.0,21,0,31,1001,25,2,57,1,0,0,0.5010500994221906
5200.0,27,0,31,349,25,8,57,3,0,0,0.5010603815816804
6300.0,23,0,39,2219,25,4,59,4,1,0,0.5010881971230631
4400.0,15,1,31,804,0,16,45,1,0,0,0.5011042415400023
5500.0,19,0,39,178,0,4,54,1,0,0,0.5011044108099474
3850.0,23,0,55,3177,0,9,58,1,0,0,0.5012396349071658
5600.0,28,0,43,2919,0,1,47,4,1,0,0.5012599717319354
4400.0,2,0,34,2833,0,1,58,1,0,0,0.5012620027916888
6000.0,27,0,41,745,0,11,53,2,0,0,0.5012842869829768
4950.0,25,0,37,209,25,6,59,1,0,0,0.5012955955541905
4950.0,5,1,35,380,25,5,55,1,0,0,0.5013291342283132
4950.0,22,0,36,1253,25,5,59,1,0,0,0.5013536942306324
4400.0,15,0,30,2273,0,2,50,1,0,0,0.5013537134935313
6000.0,25,1,31,2876,50,19,56,2,0,0,0.5013951448560695
4900.0,12,0,50,3028,0,3,59,4,1,0,0.5014268277607127
3850.0,29,0,48,2740,25,6,59,1,0,0,0.5014350345310006
4800.0,29,0,55,334,0,17,60,2,0,0,0.5014420049978382
5600.0,21,1,43,125,0,12,44,4,1,0,0.5014505580892163
4200.0,10,0,30,584,0,9,57,2,0,0,0.5014709441602784
4200.0,1,0,36,2490,0,3,60,2,0,0,0.5015053384161201
3850.0,22,0,39,1023,25,1,58,1,0,0,0.501521321903908
4800.0,21,0,39,1398,0,18,58,2,0,0,0.5015418922817011
5500.0,24,0,30,2817,25,17,60,1,0,0,0.5015727278495367
4950.0,19,0,58,2036,0,2,58,1,0,0,0.5015767798020887
4550.0,16,0,31,1696,0,17,57,3,0,0,0.5015802483983569
5250.0,4,0,41,1089,0,1,60,5,1,0,0.5015857534338851
4950.0,24,0,33,1514,25,13,60,1,0,0,0.5015893679543996
5200.0,25,0,38,391,0,16,55,3,0,0,0.5015944329320948
4550.0,14,0,47,2668,0,10,60,3,0,0,0.5016220964533029
4550.0,20,0,38,2297,0,11,54,3,0,0,0.5016438405737129
6000.0,11,0,44,453,0,2,58,2,0,0,0.5016674061540937
5600.0,19,0,36,1969,0,3,50,4,1,0,0.5017141437621314
3850.0,15,0,35,2117,0,12,56,1,0,0,0.5017578452651167
4900.0,6,0,34,853,0,3,57,4,1,0,0.501780972399518
5400.0,13,0,35,1266,0,15,59,2,0,0,0.501809914083796
6000.0,29,0,30,1231,25,1,50,5,1,0,0.5018354082193406
6050.0,3,1,38,2784,25,14,59,1,0,0,0.5018368198677162
4400.0,19,0,37,1079,0,12,55,1,0,0,0.5018663782226167
6300.0,22,1,32,3284,75,2,57,4,1,0,0.5019053959917357
4550.0,25,0,37,532,0,10,51,3,0,0,0.5019065934118636
5850.0,23,0,47,2678,0,5,52,3,0,0,0.5019271841932882
4950.0,28,0,46,18,0,8,52,1,0,0,0.5019499707637449
5500.0,20,0,39,2004,25,6,60,1,0,0,0.5019602769078628
5600.0,29,0,54,2192,0,8,53,4,1,0,0.5019699964108151
4200.0,22,1,55,3064,50,8,60,2,0,0,0.5019935688214965
5600.0,29,0,38,563,25,7,56,4,1,0,0.5020021912067684
6000.0,19,1,40,151,0,2,38,2,0,0,0.5020057886469845
6000.0,24,0,38,3031,0,10,50,5,1,0,0.5020585053736313
6300.0,22,0,36,549,0,2,48,4,1,0,0.5021023877449414
4200.0,22,0,44,3160,0,16,56,2,0,0,0.5021436939906531
5400.0,4,0,38,1231,0,2,58,2,0,0,0.5022135350083559
4550.0,10,0,34,2666,0,18,60,3,0,0,0.5022173998604477
4950.0,11,1,35,2934,25,19,55,1,0,0,0.5022284260457825
3850.0,26,1,31,2671,0,13,34,1,0,0,0.5022332669383429
4950.0,12,0,46,1133,0,7,59,1,0,0,0.5022512286801061
4200.0,26,1,30,3360,50,19,53,2,0,0,0.5022674943529326
5600.0,13,0,48,1319,0,9,60,4,1,0,0.502274257340184
6050.0,28,1,58,514,50,2,56,1,0,0,0.5022751900977747
5600.0,28,0,45,3011,25,5,56,4,1,0,0.5023102909802589
4900.0,15,0,43,1976,0,10,57,4,1,0,0.5023145802208943
5850.0,6,0,42,2790,0,6,59,3,0,0,0.5023739732207494
6050.0,29,1,58,2827,25,18,53,1,0,0,0.5023742701479009
3850.0,25,0,34,434,25,7,56,1,0,0,0.5023922492487498
4800.0,12,1,50,1972,25,6,54,2,0,0,0.5024297543375372
5850.0,14,0,39,313,0,2,53,3,0,0,0.5024418965150766
5400.0,29,0,33,1009,0,2,42,2,0,0,0.5024594555815134
6000.0,23,1,59,2972,25,9,52,2,0,0,0.5024887138104106
5200.0,15,0,45,346,0,3,55,3,0,0,0.5025220217528735
5250.0,18,0,49,85,0,1,54,5,1,0,0.5025460849558128
4550.0,27,0,30,3379,0,18,48,3,0,0,0.5025507009131107
5600.0,3,1,53,1709,25,6,60,4,1,0,0.5025553949716522
6000.0,28,1,41,3280,0,16,37,2,0,0,0.5025828399821225
4900.0,21,1,33,203,75,5,60,4,1,0,0.5025863449419704
6000.0,15,1,35,824,25,10,49,5,1,0,0.5026288868006328
6300.0,24,1,50,507,50,1,54,4,1,0,0.502634015343517
5200.0,24,0,38,1004,0,14,52,3,0,0,0.5026775376602678
5850.0,6,0,39,1573,0,6,58,3,0,0,0.5027027927212387
5600.0,26,1,43,2941,50,4,50,4,1,0,0.5027072343502592
5250.0,27,0,34,2473,25,3,51,5,1,0,0.5027099546890407
5200.0,20,1,42,151,25,14,51,3,0,0,0.5027490089425328
6300.0,4,1,44,404,0,8,49,4,1,0,0.502750685905182
4900.0,14,0,42,3098,0,13,57,4,1,0,0.5027608808826038
6000.0,26,0,59,1366,0,5,54,2,0,0,0.5027683504565994
4200.0,27,0,31,2094,25,3,50,2,0,0,0.5027696986243824
6000.0,17,0,38,423,0,14,56,2,0,0,0.5027928903890299
5850.0,25,0,59,1939,0,9,56,3,0,0,0.5028255214211783
4900.0,21,0,34,690,0,16,53,4,1,0,0.5028381017672561
6000.0,10,0,32,364,0,15,58,5,1,0,0.50285653599666
5850.0,24,0,39,2012,0,3,46,3,0,0,0.5028749716067898
3850.0,20,0,36,2726,0,10,50,1,0,0,0.5028767185879534
4200.0,6,0,33,3335,0,18,60,2,0,0,0.5029086899965685
4900.0,9,0,37,1798,0,4,54,4,1,0,0.5029424209553255
5850.0,27,0,41,2316,0,14,50,3,0,0,0.5029858204787352
6000.0,7,0,39,2610,0,14,60,2,0,0,0.5030242232141866
5600.0,26,0,40,911,25,13,59,4,1,0,0.5030333026769018
4900.0,10,0,39,2566,0,3,53,4,1,0,0.503050198953432
5250.0,20,0,59,11,0,10,60,5,1,0,0.5030672244918343
5250.0,15,0,31,543,0,4,49,5,1,0,0.503070156251402
4400.0,22,0,32,1726,0,17,51,1,0,0,0.5030916587701673
3850.0,24,0,38,2054,25,12,58,1,0,0,0.5030963251730721
4200.0,23,0,46,2739,0,19,56,2,0,0,0.5030969430585942
6300.0,10,0,40,2154,0,4,54,4,1,0,0.5031125960493599
4200.0,3,0,37,809,0,9,60,2,0,0,0.5031237757017362
6050.0,12,0,47,2073,0,7,57,1,0,0,0.5031262550079114
6050.0,10,0,41,1707,0,11,58,1,0,0,0.5031384961869191
3850.0,25,1,41,346,0,11,37,1,0,0,0.5031448507667762
4800.0,17,0,32,3021,25,4,55,2,0,0,0.5031498916522491
4200.0,17,0,32,563,0,10,51,2,0,0,0.5031513751069177
5500.0,8,0,45,295,0,8,60,1,0,0,0.5031706873489364
5850.0,21,1,58,1317,25,4,50,3,0,0,0.5031722778898206
4800.0,18,0,33,2400,0,15,52,2,0,0,0.5031778652529812
6050.0,16,0,50,2661,0,2,53,1,0,0,0.5031860500717822
5600.0,14,0,58,1171,0,6,60,4,1,0,0.503187608877704
6000.0,29,0,45,658,0,16,52,5,1,0,0.5032040870878783
5850.0,18,0,38,1566,0,6,50,3,0,0,0.5032075780502736
6000.0,21,1,43,2443,50,8,54,2,0,0,0.5032091805202102
6050.0,20,0,55,1232,0,5,55,1,0,0,0.5032104518928256
4200.0,15,0,44,1406,0,2,52,2,0,0,0.5032425844137314
5200.0,16,0,32,406,25,6,58,3,0,0,0.5032555815385237
4800.0,15,0,43,456,0,8,55,2,0,0,0.5033140630066881
5250.0,7,0,31,464,25,1,60,5,1,0,0.5033179164649619
5400.0,25,1,39,1074,75,5,58,2,0,0,0.5033207103715995
5850.0,12,0,33,2652,0,5,50,3,0,0,0.5033278414742318
4800.0,27,1,45,1030,50,12,54,2,0,0,0.5033558505571291
5200.0,23,0,34,2759,25,12,56,3,0,0,0.5033906760959094
4800.0,26,0,45,3280,0,19,53,2,0,0,0.5034050128666341
5850.0,17,1,36,1549,25,18,50,3,0,0,0.5034588490371346
5400.0,25,0,54,1103,25,1,58,2,0,0,0.503464024627152
5600.0,26,1,51,954,0,19,43,4,1,0,0.5034801806924297
4800.0,18,0,52,395,0,1,53,2,0,0,0.5034995193778252
6000.0,27,1,32,1476,75,10,56,2,0,0,0.5035349557506078
6300.0,19,0,50,1012,0,9,55,4,1,0,0.5035841643708588
4950.0,13,0,32,2659,25,7,58,1,0,0,0.5035908987459328
4800.0,27,0,36,2313,50,4,59,2,0,0,0.5036172720557336
5850.0,21,0,30,2099,0,16,49,3,0,0,0.5036244487235678
5600.0,21,0,51,1958,0,10,54,4,1,0,0.5036555890543295
4900.0,12,1,34,1268,0,5,37,4,1,0,0.5036579739629786
4200.0,8,1,32,1533,0,19,45,2,0,0,0.5036862628267839
4900.0,16,0,53,944,0,14,60,4,1,0,0.5037038327904059
4900.0,23,0,44,446,0,18,55,4,1,0,0.5037172646687526
5600.0,29,0,40,3245,25,8,52,4,1,0,0.5037345222317431
5600.0,21,0,43,183,25,7,59,4,1,0,0.5037505992200391
5400.0,3,0,38,220,0,8,59,2,0,0,0.5037544219978719
5250.0,23,0,32,2629,0,14,47,5,1,0,0.5037913763939155
6000.0,11,0,32,2102,0,10,52,5,1,0,0.5037995678225808
4200.0,27,0,40,1764,0,3,43,2,0,0,0.5038080148712245
5600.0,9,0,32,2424,25,1,57,4,1,0,0.5038149742592781
4550.0,3,0,42,2387,0,6,58,3,0,0,0.5038178138280384
6050.0,10,0,48,1433,0,6,57,1,0,0,0.5038237197206866
6000.0,18,0,35,2463,0,8,48,5,1,0,0.5038327154866626
6050.0,26,1,48,2700,50,19,57,1,0,0,0.5038421282506189
6300.0,16,0,39,221,0,8,52,4,1,0,0.5038597865262573
6000.0,20,0,51,821,0,2,51,5,1,0,0.5038617760823965
5850.0,25,0,47,2517,25,10,58,3,0,0,0.503867455909226
5500.0,19,0,38,0,0,14,53,1,0,0,0.5038692809066164
5500.0,16,0,46,1200,0,4,52,1,0,0,0.503886981789295
4900.0,11,0,36,2620,25,5,59,4,1,0,0.5039175400855949
6050.0,20,0,44,3298,0,9,50,1,0,0,0.5039398067198982
5600.0,18,0,45,3201,0,10,52,4,1,0,0.5039515049570379
5850.0,17,0,49,2600,25,4,60,3,0,0,0.5039664443711892
6300.0,2,0,36,60,0,3,56,4,1,0,0.5039946630759001
5850.0,7,0,55,2863,0,6,60,3,0,0,0.5039976991625901
4800.0,21,0,33,2928,25,5,52,2,0,0,0.5039999833869886
6050.0,22,0,39,3265,25,2,52,1,0,0,0.5040143196692318
6000.0,5,0,54,3139,0,5,60,2,0,0,0.5040294134992372
6050.0,7,0,36,3359,25,4,60,1,0,0,0.5040368525522981
5850.0,27,0,35,328,0,8,44,3,0,0,0.5040434794636884
4200.0,23,0,31,2723,0,16,47,2,0,0,0.5040549670868194
6000.0,29,0,35,678,25,16,55,5,1,0,0.5040615129207959
3850.0,17,0,43,1074,25,3,58,1,0,0,0.5040927241480151
6050.0,15,0,31,416,0,4,47,1,0,0,0.5041019419291215
4950.0,19,0,35,2075,25,15,59,1,0,0,0.5041208833184864
6000.0,14,0,33,2851,0,13,51,5,1,0,0.5041408609978267
5600.0,28,0,40,1308,0,5,43,4,1,0,0.5041610437583673
4950.0,27,0,42,1706,25,6,53,1,0,0,0.5041711514646087
5250.0,18,0,38,789,0,5,48,5,1,0,0.504208268457765
5600.0,29,0,32,2593,0,4,38,4,1,0,0.5042266605526244
5600.0,22,1,55,1326,50,15,60,4,1,0,0.504230212090336
5850.0,18,0,52,1881,0,4,52,3,0,0,0.5042372754399028
6000.0,23,0,33,279,25,11,55,2,0,0,0.5042568485332399
4950.0,14,0,36,1889,25,11,60,1,0,0,0.504276599204042
5500.0,11,0,35,122,0,5,51,1,0,0,0.5042892820579067
3850.0,29,0,30,518,50,1,54,1,0,0,0.5042908896329644
5600.0,18,1,60,724,25,5,51,4,1,0,0.5042975240788222
5400.0,2,0,31,896,0,1,52,2,0,0,0.504299568248701
4550.0,7,0,44,938,0,3,55,3,0,0,0.5043299197482471
5600.0,7,0,34,2845,0,3,50,4,1,0,0.5043369586773077
4550.0,26,0,47,1057,25,5,55,3,0,0,0.5043507876335892
6000.0,9,0,41,936,0,16,59,2,0,0,0.5043624969658054
5400.0,14,0,55,1876,0,8,57,2,0,0,0.5043698902812301
4800.0,29,0,43,1291,25,14,56,2,0,0,0.5043761249450028
6050.0,23,0,30,2786,25,11,52,1,0,0,0.5043809481758972
5500.0,27,0,48,291,0,18,53,1,0,0,0.5044094051564626
4800.0,16,1,35,2978,50,4,49,2,0,0,0.5044340566149679
5250.0,19,0,50,843,0,2,50,5,1,0,0.504437362741729
6000.0,13,0,32,2288,25,6,56,5,1,0,0.5044612210491652
5200.0,19,0,39,273,0,14,52,3,0,0,0.50446293586324
5200.0,25,0,31,546,25,14,54,3,0,0,0.504468424463825
4550.0,22,0,60,875,25,1,60,3,0,0,0.5044800376061962
5500.0,5,0,50,266,0,2,58,1,0,0,0.5044802278756504
4550.0,13,1,36,1315,50,2,51,3,0,0,0.50450215542594
4200.0,25,1,31,105,50,18,51,2,0,0,0.5045226344223743
4200.0,28,0,30,1235,25,7,48,2,0,0,0.5045369070076338
5250.0,18,1,54,920,50,8,58,5,1,0,0.504579074961425
4900.0,14,0,43,2792,0,7,51,4,1,0,0.5045791905557228
5200.0,4,0,41,113,0,6,57,3,0,0,0.5045846569105431
5850.0,26,0,48,957,25,1,53,3,0,0,0.5046005292453718
4200.0,11,0,50,99,0,5,56,2,0,0,0.504606399152282
5200.0,1,0,38,1605,0,7,57,3,0,0,0.5046068644351882
5400.0,26,0,42,1760,25,13,56,2,0,0,0.5046188371995286
6300.0,25,0,40,806,0,5,44,4,1,0,0.504645632704025
6000.0,5,0,40,672,0,11,58,2,0,0,0.5046498550203247
6300.0,15,1,57,1126,25,6,51,4,1,0,0.5046697031286327
5200.0,14,0,57,1331,0,7,57,3,0,0,0.5046767102940036
4900.0,25,0,37,1279,50,4,59,4,1,0,0.5046810192284406
4400.0,5,0,30,3299,0,6,50,1,0,0,0.5047132420610397
4900.0,19,0,58,3064,25,1,59,4,1,0,0.5047199676070642
6000.0,18,1,31,1904,25,4,38,2,0,0,0.5047316835765128
4950.0,15,0,42,2340,25,10,60,1,0,0,0.5047339111782811
6000.0,3,0,35,2518,0,1,51,5,1,0,0.504744556554556
4200.0,19,0,41,2263,0,6,47,2,0,0,0.5047547537957354
5850.0,8,1,45,2770,0,13,44,3,0,0,0.5047614130201747
6000.0,29,0,58,2776,25,6,56,2,0,0,0.5047681935046879
6000.0,25,0,57,192,0,6,51,5,1,0,0.5047729374166111
5250.0,29,0,32,3166,50,1,52,5,1,0,0.5048032863468996
5400.0,28,1,36,669,75,2,51,2,0,0,0.5048234920870994
4200.0,20,0,51,2348,0,6,50,2,0,0,0.5048261469224918
5200.0,0,0,32,2125,0,8,55,3,0,0,0.5048287662562037
4400.0,0,0,34,1781,0,6,55,1,0,0,0.5048312612498149
4900.0,5,0,48,193,0,7,59,4,1,0,0.504835497148379
5600.0,24,0,35,2093,0,2,40,4,1,0,0.5048389043521225
4950.0,12,0,40,444,25,4,59,1,0,0,0.5048466946807827
4400.0,20,0,43,2360,25,1,53,1,0,0,0.504858794515033
4400.0,21,0,37,868,25,11,56,1,0,0,0.5048614242103929
5850.0,27,0,36,1351,50,10,60,3,0,0,0.5048694024533048
6050.0,17,0,44,2117,0,10,51,1,0,0,0.5048821956308706
4550.0,28,0,60,473,0,6,50,3,0,0,0.504916741616764
5250.0,9,0,40,3285,0,14,55,5,1,0,0.5049248574996208
4550.0,5,1,41,3341,50,8,58,3,0,0,0.504934750104588
4200.0,29,1,30,1095,75,13,53,2,0,0,0.5049455779039047
5600.0,17,0,56,239,0,15,59,4,1,0,0.5049499462085736
5850.0,19,0,55,315,0,12,56,3,0,0,0.5049609015566539
6050.0,24,0,46,742,0,17,52,1,0,0,0.5049675703822352
5500.0,4,0,32,533,0,9,54,1,0,0,0.5049833301218605
5250.0,19,0,30,418,25,12,55,5,1,0,0.5049864324283152
4200.0,25,0,42,2249,0,9,45,2,0,0,0.5050176090147531
4200.0,23,0,43,1584,25,2,52,2,0,0,0.5050243269704462
5200.0,28,0,37,2259,0,6,40,3,0,0,0.5050245207343109
4900.0,20,0,48,751,25,6,58,4,1,0,0.5050259591617055
6000.0,13,0,51,2200,0,7,54,5,1,0,0.5050422542146935
6000.0,9,0,46,2515,0,11,56,2,0,0,0.5050720965384445
4950.0,19,0,47,754,25,10,60,1,0,0,0.5050803266555478
4900.0,19,0,47,423,0,19,56,4,1,0,0.5051182514573039
4950.0,29,1,60,1015,25,7,44,1,0,0,0.5051494655399528
6000.0,15,0,44,2984,25,9,59,2,0,0,0.505154456289313
4550.0,8,1,48,1740,25,12,53,3,0,0,0.5051587652530308
4550.0,12,1,54,1944,25,6,50,3,0,0,0.5051640074300217
4900.0,7,0,47,788,0,4,55,4,1,0,0.505175297994643
4200.0,10,0,36,873,0,12,53,2,0,0,0.5051944703591333
4900.0,16,0,51,493,0,15,57,4,1,0,0.5052032727327651
6300.0,26,1,39,2027,75,5,53,4,1,0,0.5052192212539106
4550.0,29,1,33,1970,25,9,34,3,0,0,0.5052603871690093
4400.0,19,0,44,810,25,7,57,1,0,0,0.5052720063556638
5600.0,25,1,56,2517,25,4,42,4,1,0,0.5052874343670644
4800.0,7,0,52,91,0,4,57,2,0,0,0.5053371629219756
6000.0,25,0,36,2183,0,17,46,5,1,0,0.5053467440857454
5600.0,20,0,55,2237,0,5,50,4,1,0,0.5053652324060498
4550.0,0,0,33,3268,0,11,55,3,0,0,0.5053669454421567
4550.0,10,0,52,504,0,4,55,3,0,0,0.5053766394443439
4200.0,26,0,45,1975,25,10,54,2,0,0,0.5053788387721228
